,year,day,dechr,hour,min,sec,rh,esh,clong,clat,HGIlong,br,bt,bn,vp1r,vp1t,vp1n,crot,np1,vp1,Tp1,vaz,vel,Bx,By,Bz,sBx,sBy,sBz,nal,val,Tal,np2,vp2,delta T
750,1976,92,10.3333,10,20,0,0.44,13.23,37.47,-5.59,129.8422,-21.05,1.06,7.37,338.3618,11.3429,34.4485,1639,32.27,340.3,258376,1.92,-5.81,21.05,-1.06,7.37,0.55,1.17,1.57,0,0,0,31.42,336.4,0.0111
751,1976,92,10.3447,10,20,41,0.44,13.23,37.46,-5.59,129.8389,-20.82,2.59,6.37,342.6531,3.5286,38.2551,1639,28.52,344.8,281193,0.59,-6.37,20.82,-2.59,6.37,0.64,1.73,1.99,0,0,0,32.33,339.1,0.0114
752,1976,92,10.3558,10,21,21,0.44,13.23,37.45,-5.59,129.8355,-20.36,1.92,6.12,338.5164,5.436,35.3451,1639,29.5,340.4,286417,0.92,-5.96,20.36,-1.92,6.12,0.78,2,2.58,0,0,0,30.69,338.3,0.0111
753,1976,92,10.3672,10,22,2,0.44,13.23,37.45,-5.59,129.8422,-20.56,-0.17,5.76,347.7227,11.7174,33.1945,1639,30.91,349.5,309487,1.93,-5.45,20.56,0.17,5.76,0.74,1.67,2.11,0,0,0,31.83,339.8,0.0114
754,1976,92,10.3783,10,22,42,0.44,13.23,37.44,-5.59,129.8388,-20.24,-2.97,5.5,331.1606,7.8621,34.0565,1639,34.94,333,207456,1.36,-5.87,20.24,2.97,5.5,0.95,2.41,1.94,0,0,0,30.17,337.4,0.0111
755,1976,92,10.3897,10,23,23,0.44,13.24,37.44,-5.59,129.8455,-18.98,-4.53,5.28,357.6427,-0.3121,27.5191,1639,30.11,358.7,279108,0,-4.4,18.98,4.53,5.28,1.28,2.73,2.01,0,0,0,36.28,351.1,0.0114
756,1976,92,10.4008,10,24,3,0.44,13.24,37.43,-5.59,129.8421,-19.43,-1.26,6.91,338.4152,-8.6253,26.9992,1639,31.72,339.6,286836,-1.46,-4.56,19.43,1.26,6.91,1.07,1.57,1.67,0,0,0,32.74,338.1,0.0111
757,1976,92,10.4122,10,24,44,0.44,13.24,37.43,-5.59,129.8488,-19.65,-3.74,5.56,336.3977,-7.4577,41.255,1639,33.59,339,225644,-1.27,-6.99,19.65,3.74,5.56,0.83,1.83,1.54,0,0,0,32.34,341.8,0.0114
758,1976,92,10.4233,10,25,24,0.44,13.24,37.42,-5.59,129.8454,-19.87,-2.36,7.62,347.0896,-10.1195,37.906,1639,28.64,349.3,322695,-1.67,-6.23,19.87,2.36,7.62,0.52,1.32,1.19,0,0,0,30.83,341.1,0.0111
759,1976,92,10.4347,10,26,5,0.44,13.24,37.42,-5.59,129.8521,-18.85,-2.83,9.32,340.5743,-9.5131,42.9205,1639,34.55,343.4,259126,-1.6,0,18.85,2.83,9.32,0.73,1.06,1.34,0,0,0,30.41,346.2,0.0114
760,1976,92,10.4458,10,26,45,0.44,13.24,37.41,-5.59,129.8487,-18.63,-3.1,8.37,342.9367,-13.8337,49.0302,1639,27.13,346.7,206349,-2.31,-8.13,18.63,3.1,8.37,0.85,1.27,1.37,0,0,0,30.08,341.7,0.0111
761,1976,92,10.4572,10,27,26,0.44,13.24,37.41,-5.59,129.8554,-18.41,-2.76,6.98,341.3002,-15.379,43.4629,1639,31.8,344.4,231258,-2.58,-7.25,18.41,2.76,6.98,0.95,1.78,1.26,0,0,0,30.6,344.8,0.0114
762,1976,92,10.4683,10,28,6,0.44,13.24,37.4,-5.59,129.852,-17.24,-5.06,5.16,345.4913,-13.0309,29.5793,1639,34.22,347,247406,-2.16,-4.89,17.24,5.06,5.16,0.81,1.28,1.18,0,0,0,29.83,345.6,0.0111
763,1976,92,10.4797,10,28,47,0.44,13.24,37.4,-5.59,129.8587,-17.37,-5.66,4.33,347.8813,-13.3034,25.932,1639,31.68,349.1,287898,-2.19,-4.26,17.37,5.66,4.33,0.63,1.35,1.02,0,0,0,30.42,346.1,0.0114
764,1976,92,10.4908,10,29,27,0.44,13.25,37.39,-5.59,129.8552,-17.44,-5.4,5.04,342.1153,-30.6534,32.2875,1639,32.11,345,220694,-5.12,-5.37,17.44,5.4,5.04,0.97,1.43,1.82,0,0,0,29.52,347.4,0.0111
765,1976,92,10.5022,10,30,8,0.44,13.25,37.39,-5.58,129.862,-18.51,-4.79,3.62,340.8016,-12.9136,24.1474,1639,33.9,341.9,228204,-2.17,-4.05,18.51,4.79,3.62,0.67,1.32,1.64,0,0,0,30.45,347.3,0.0114
766,1976,92,10.5133,10,30,48,0.44,13.25,37.38,-5.58,129.8585,-18.5,-5.67,2.95,334.6821,-20.5873,21.4488,1639,33.22,336,243394,-3.52,-3.66,18.5,5.67,2.95,0.66,1.11,1,0,0,0,27.08,340.9,0.0111
767,1976,92,10.5247,10,31,29,0.44,13.25,37.38,-5.58,129.8653,-18.53,-5.46,1.02,337.7145,-20.0639,16.2502,1639,30.9,338.7,252506,-3.4,-2.75,18.53,5.46,1.02,0.65,1.14,1.34,0,0,0,30.43,344.5,0.0114
768,1976,92,10.5358,10,32,9,0.44,13.25,37.37,-5.58,129.8618,-19.07,-3.81,-1.6,338.5398,-19.8165,11.072,1639,28.83,339.3,280771,-3.35,-1.87,19.07,3.81,-1.6,0.5,1.23,1.49,0,0,0,29.61,339.3,0.0111
769,1976,92,10.5472,10,32,50,0.44,13.25,37.37,-5.58,129.8686,-17.64,-5.04,1.15,342.2966,-4.3017,7.2304,1639,34.85,342.4,272201,-0.72,-1.21,17.64,5.04,1.15,1.01,2.01,2.6,0,0,0,31.46,344.1,0.0114
770,1976,92,10.5583,10,33,30,0.44,13.25,37.36,-5.58,129.8651,-16.96,-7,1.52,357.749,-23.3227,14.4619,1639,33.79,358.8,287833,-3.73,-2.31,16.96,7,1.52,0.75,1.44,1.37,0,0,0,31.02,353.5,0.0111
771,1976,92,10.5697,10,34,11,0.44,13.25,37.36,-5.58,129.8719,-17.04,-7.98,0.4,353.3098,-26.7515,11.2588,1639,31.81,354.5,182086,-4.33,-1.82,17.04,7.98,0.4,0.9,2.02,1.29,0,0,0,29.2,353,0.0114
772,1976,92,10.5808,10,34,51,0.44,13.25,37.35,-5.58,129.8684,-17.32,-6.8,1.53,347.6455,-15.2393,12.3949,1639,34.53,348.2,240366,-2.51,-2.04,17.32,6.8,1.53,1.09,2.04,2.17,0,0,0,34.91,354.6,0.0111
773,1976,92,10.5922,10,35,32,0.44,13.26,37.35,-5.58,129.8752,-18.03,-6.18,1.17,346.0586,-22.7425,8.1124,1639,33.44,346.9,247380,0,-1.34,18.03,6.18,1.17,1.09,2.09,2.18,0,0,0,34.05,351.3,0.0114
774,1976,92,10.6033,10,36,12,0.44,13.26,37.34,-5.58,129.8717,-18.44,-8.87,4.41,357.2973,-31.3223,19.5503,1639,33.49,359.2,286446,-5.01,-3.12,18.44,8.87,4.41,1.17,1.98,1.61,0,0,0,34.09,358.6,0.0111
775,1976,92,10.6147,10,36,53,0.44,13.26,37.34,-5.58,129.8785,-19.96,-8.33,1.12,349.9427,-19.9937,16.4685,1639,40.53,350.9,246282,-3.27,-2.69,19.96,8.33,1.12,1.17,1.9,2.85,0,0,0,34.6,365.3,0.0114
776,1976,92,10.6258,10,37,33,0.44,13.26,37.33,-5.58,129.875,-22.72,-6.09,-4.6,358.7676,-29.7482,-0.9425,1639,38.16,360,269872,-4.74,0.15,22.72,6.09,-4.6,0.85,2.1,2.35,0,0,0,35.7,358.1,0.0111
777,1976,92,10.6372,10,38,14,0.44,13.26,37.33,-5.58,129.8818,-20.77,-11.85,1.31,362.8675,-38.4591,-0.2547,1639,38.36,364.9,246204,-6.05,0.04,20.77,11.85,1.31,1.51,3.3,3.02,0,0,0,36.22,364.6,0.0114
778,1976,92,10.6483,10,38,54,0.44,13.26,37.32,-5.58,129.8783,-23.1,-8.44,-0.08,355.2014,-24.3398,32.339,1639,44.3,357.5,249988,-3.92,-5.19,23.1,8.44,-0.08,1.02,2.93,5.73,0,0,0,39.19,358.9,0.0111
779,1976,92,10.6597,10,39,35,0.44,13.26,37.32,-5.58,129.8851,-23.83,-4.73,-5.83,355.3314,-6.3264,-12.2862,1639,40.63,355.6,275430,-1.02,1.98,23.83,4.73,-5.83,0.83,2.22,4.15,0,0,0,39.33,353.4,0.0114
780,1976,92,10.6708,10,40,15,0.44,13.26,37.31,-5.58,129.8816,-24.39,-2.95,-3.22,351.143,0.9806,-6.2519,1639,43.35,351.2,320279,0.16,1.02,24.39,2.95,-3.22,0.67,1.72,2.61,0,0,0,35.86,351.7,0.0111
781,1976,92,10.6822,10,40,56,0.44,13.26,37.3,-5.58,129.8784,-23.51,-4.84,-5.59,343.8201,-16.7555,-10.8779,1639,41.34,344.4,245762,-2.79,1.81,23.51,4.84,-5.59,1.04,2.25,2.12,0,0,0,38.66,352.6,0.0114
782,1976,92,10.6933,10,41,36,0.44,13.27,37.3,-5.58,129.8849,-24.36,1.68,-4.29,342.2269,-11.293,7.7107,1639,37.93,342.5,286774,0,-1.29,24.36,-1.68,-4.29,0.42,3.43,1.74,0,0,0,37.58,340.2,0.0111
783,1976,92,10.7047,10,42,17,0.44,13.27,37.3,-5.58,129.8917,-24.26,0.22,-4.42,351.8997,-6.081,-10.1998,1639,35.96,352.1,369753,-0.99,1.66,24.26,-0.22,-4.42,0.74,3.07,2.31,0,0,0,37.94,347.4,0.0114
784,1976,92,10.7158,10,42,57,0.44,13.27,37.29,-5.58,129.8882,-24.19,2.52,-2.49,338.7328,5.0847,4.4348,1639,41.75,338.8,317992,0.86,-0.75,24.19,-2.52,-2.49,0.61,3.53,2.41,0,0,0,40.28,338.9,0.0111
785,1976,92,10.7272,10,43,38,0.44,13.27,37.29,-5.58,129.895,-24.17,5.29,0.14,345.8237,15.8852,2.8399,1639,38.36,346.2,309049,2.63,-0.47,24.17,-5.29,0.14,0.39,1.39,1.85,0,0,0,37.12,342.4,0.0114
786,1976,92,10.7383,10,44,18,0.44,13.27,37.28,-5.58,129.8915,-23.1,9.46,0.58,349.2748,32.2783,9.7977,1639,42.23,350.9,272806,5.28,-1.6,23.1,-9.46,0.58,0.43,1.3,1.52,0,0,0,36.98,346.3,0.0111
787,1976,92,10.7497,10,44,59,0.44,13.27,37.27,-5.58,129.8883,-20.02,14.67,0.94,346.2444,25.7912,-8.1823,1639,40.6,347.3,259656,4.26,1.35,20.02,-14.67,0.94,2.11,5.69,4.96,0,0,0,37.54,343.9,0.0114
788,1976,92,10.7608,10,45,39,0.44,13.27,37.27,-5.58,129.8948,-18.24,19.48,5.43,358.2685,62.979,35.6031,1639,37.57,365.5,194696,9.97,-5.59,18.24,-19.48,5.43,0.55,0.98,0.61,0,0,0,32.79,356.8,0.0111
789,1976,92,10.7722,10,46,20,0.44,13.27,37.27,-5.58,129.9016,-17.48,19.77,3.84,350.9019,56.017,15.8875,1639,37.45,355.7,185035,9.07,-2.56,17.48,-19.77,3.84,1.05,1.78,1.12,0,0,0,36.42,352.6,0.0114
790,1976,92,10.7833,10,47,0,0.44,13.28,37.26,-5.58,129.8981,-15.23,20.9,6.08,363.5318,56.2777,33.6723,1639,34.44,369.4,180250,8.8,-5.23,15.23,-20.9,6.08,2.03,1.73,2.15,0,0,0,36.32,362.5,0.0111
791,1976,92,10.7947,10,47,41,0.44,13.28,37.26,-5.58,129.9049,-16.7,19.86,2.83,360.5785,55.7561,26.1538,1639,33.21,365.8,225040,8.79,-4.1,16.7,-19.86,2.83,1.58,1.55,2.15,0,0,0,34.62,359.1,0.0114
792,1976,92,10.8058,10,48,21,0.44,13.28,37.25,-5.58,129.9014,-17.18,18.61,3.19,359.3576,51.0802,12.9289,1639,34.5,363.2,231160,8.09,-2.04,17.18,-18.61,3.19,1.44,1.63,1.51,0,0,0,38.88,358.3,0.0111
793,1976,92,10.8172,10,49,2,0.44,13.28,37.25,-5.58,129.9081,-16.07,17.61,3.98,350.1309,19.3915,-4.7741,1639,32.17,350.7,324118,3.17,0.78,16.07,-17.61,3.98,3.8,4.36,4.24,0,0,0,43.63,350.3,0.0114
794,1976,92,10.8283,10,49,42,0.44,13.28,37.24,-5.58,129.9047,-15.13,19.01,6.76,365.8393,68.8616,27.7946,1639,36.38,373.3,209269,10.66,-4.27,15.13,-19.01,6.76,0.95,1.06,0.78,0,0,0,33.23,363.3,0.0111
795,1976,92,10.8397,10,50,23,0.44,13.28,37.24,-5.58,129.9114,-15.18,17.88,8.63,369.116,52.7302,30.3929,1639,39.6,374.1,244924,8.13,-4.66,15.18,-17.88,8.63,1.04,1.89,1.48,0,0,0,34.14,366,0.0114
796,1976,92,10.8508,10,51,3,0.44,13.28,37.23,-5.58,129.908,-17.11,15.75,7.03,364.8975,41.3168,43.5294,1639,35.98,369.8,196005,6.46,-6.76,17.11,-15.75,7.03,1.76,2.53,4.91,0,0,0,32.41,364.2,0.0111
797,1976,92,10.8622,10,51,44,0.44,13.28,37.22,-5.58,129.9047,-17.32,14.96,8.95,358.9807,36.7805,21.5022,1639,39.37,361.5,226538,5.85,-3.41,17.32,-14.96,8.95,1.59,1.6,1.76,0,0,0,36.78,365.1,0.0114
798,1976,92,10.8733,10,52,24,0.44,13.28,37.22,-5.58,129.9113,-16.97,14.67,11.09,360.4313,39.7283,26.756,1639,37.57,363.6,220817,6.29,-4.22,16.97,-14.67,11.09,1.23,1.48,1.68,0,0,0,37.05,360,0.0111
799,1976,92,10.8847,10,53,5,0.44,13.28,37.21,-5.58,129.908,-14.72,14.79,12.68,369.4074,39.7391,47.7929,1639,31.71,374.6,250083,6.14,-7.33,14.72,-14.79,12.68,1.31,1.73,1.7,0,0,0,35.58,364,0.0114
800,1976,92,10.8958,10,53,45,0.44,13.28,37.21,-5.58,129.9146,-18.62,12.9,7.38,362.234,40.8871,20.3168,1639,34.31,365.1,248237,0,-3.19,18.62,-12.9,7.38,1.67,2.27,2.16,0,0,0,35.95,360.7,0.0111
801,1976,92,10.9072,10,54,26,0.44,13.29,37.2,-5.58,129.9113,-11.47,13.83,14.59,381.6414,45.1027,41.2052,1639,42.53,386.5,216500,6.74,0,11.47,-13.83,14.59,4.21,2.29,4.22,0,0,0,30.45,376.5,0.0114
802,1976,92,10.9183,10,55,6,0.44,13.29,37.2,-5.58,129.9179,-11.27,11.9,16.69,378.4977,26.4008,60.4333,1639,41.04,384.2,215295,3.99,-9.05,11.27,-11.9,16.69,1.12,0.78,0.91,0,0,0,33.98,381.8,0.0111
803,1976,92,10.9297,10,55,47,0.44,13.29,37.19,-5.58,129.9146,-12.74,12.3,15.61,374.2648,20.2695,54.813,1639,40.12,378.8,234383,3.1,-8.32,12.74,-12.3,15.61,0.71,0.56,0.73,0,0,0,37.45,377,0.0114
804,1976,92,10.9408,10,56,27,0.44,13.29,37.19,-5.58,129.9212,-13.14,13.33,14.67,380.7794,34.3856,46.9441,1639,39.46,385.2,231683,5.16,-7,13.14,-13.33,14.67,1.68,1.02,1.55,0,0,0,36.23,376.1,0.0111
805,1976,92,10.9522,10,57,8,0.44,13.29,37.18,-5.58,129.9179,-12.72,11.69,16.41,360.2572,29.7135,46.8198,1639,41.33,364.5,249787,0,-7.38,12.72,-11.69,16.41,2.66,2.26,1.97,0,0,0,39.07,372.5,0.0114
806,1976,92,10.9633,10,57,48,0.44,13.29,37.18,-5.58,129.9245,-10.46,13.8,18.74,382.6104,28.5672,58.4365,1639,40.77,388.1,233944,4.27,-8.66,10.46,-13.8,18.74,0.91,1.09,1.46,0,0,0,33.95,380.8,0.0111
807,1976,92,10.9747,10,58,29,0.44,13.29,37.17,-5.58,129.9212,-11.48,12.38,20.16,377.5821,26.8005,60.9021,1639,34.27,383.4,205445,4.06,-9.14,11.48,-12.38,20.16,1.15,0.54,1.5,0,0,0,31.67,378.1,0.0114
808,1976,92,10.9858,10,59,9,0.44,13.29,37.17,-5.58,129.9278,-11.87,11.1,20.29,373.3931,18.066,64.7732,1639,40.38,379.4,186738,2.77,-9.83,11.87,-11.1,20.29,0.97,0.68,1.59,0,0,0,34.49,380.6,0.0111
809,1976,92,10.9972,10,59,50,0.44,13.29,37.16,-5.58,129.9245,-12.2,10.6,19.83,379.1713,24.2541,60.9255,1639,35.39,384.8,198396,3.66,-9.11,12.2,-10.6,19.83,1.34,1.09,1.04,0,0,0,35.32,379.9,0.0114
810,1976,92,11.0083,11,0,30,0.44,13.3,37.16,-5.58,129.9311,-13.91,12.44,16.5,381.7726,22.7483,63.5885,1639,35.14,387.7,191581,3.41,-9.44,13.91,-12.44,16.5,2.26,2,2.6,0,0,0,33.42,382.5,0.0111
811,1976,92,11.0197,11,1,11,0.44,13.3,37.15,-5.58,129.9278,-10.6,10.8,19.27,384.5705,35.2017,43.3168,1639,39.37,388.6,242130,5.23,-6.4,10.6,-10.8,19.27,2.51,2.54,2.62,0,0,0,36.18,381.2,0.0114
812,1976,92,11.0308,11,1,51,0.44,13.3,37.15,-5.58,129.9344,-6.1,7.83,22.51,393.8703,16.5081,55.4736,1639,41.97,398.1,177122,2.4,-8.01,6.1,-7.83,22.51,1.26,2.62,1.74,0,0,0,36,398.5,0.0111
813,1976,92,11.0422,11,2,32,0.44,13.3,37.14,-5.58,129.9311,-8.44,7.38,22.12,393.1412,19.159,60.3008,1639,40.55,398.2,177086,2.79,-8.71,8.44,-7.38,22.12,1.69,2.16,1.49,0,0,0,34.91,396.5,0.0114
814,1976,92,11.0533,11,3,12,0.44,13.3,37.14,-5.58,129.9377,-11.06,5.86,21.07,379.3595,10.9941,50.7734,1639,42.89,382.9,235442,1.66,-7.62,11.06,-5.86,21.07,1.97,1.13,1.38,0,0,0,36.13,386.8,0.0111
815,1976,92,11.0647,11,3,53,0.44,13.3,37.13,-5.58,129.9344,-11.16,5.74,21,387.9706,19.1107,60.3421,1639,37.64,393.1,170996,2.82,-8.83,11.16,-5.74,21,0.75,1,1.43,0,0,0,36.95,386.2,0.0114
816,1976,92,11.0758,11,4,33,0.44,13.3,37.13,-5.58,129.941,-10.91,7.19,20.94,387.0367,3.3101,60.8182,1639,42.88,391.8,206891,0.49,-8.93,10.91,-7.19,20.94,0.77,2.45,1.4,0,0,0,37.01,389,0.0111
817,1976,92,11.0872,11,5,14,0.44,13.3,37.12,-5.58,129.9377,-10.72,9.49,20.05,388.7592,6.9216,55.0605,1639,37.68,392.7,202268,1.02,-8.06,10.72,-9.49,20.05,0.97,1.92,2.3,0,0,0,33.76,385,0.0114
818,1976,92,11.0983,11,5,54,0.44,13.3,37.12,-5.58,129.9443,-15.29,9.44,16.76,372.1465,10.85,48.8826,1639,36.13,375.5,197289,1.67,-7.48,15.29,-9.44,16.76,1.47,4.34,3.06,0,0,0,37.82,375.3,0.0111
819,1976,92,11.1097,11,6,35,0.44,13.31,37.11,-5.58,129.941,-15.87,14.89,15.33,371.2161,28.3028,43.2734,1639,40.17,374.8,231829,4.36,-6.63,15.87,-14.89,15.33,1.54,2.36,1.57,0,0,0,35.76,365.8,0.0114
820,1976,92,11.1208,11,7,15,0.44,13.31,37.11,-5.58,129.9476,-15.3,15.44,16.26,370.1359,36.2921,47.2471,1639,36.81,374.9,206381,5.6,-7.24,15.3,-15.44,16.26,0.87,1.26,1.06,0,0,0,36.33,371.5,0.0111
821,1976,92,11.1322,11,7,56,0.44,13.31,37.1,-5.58,129.9443,-16.59,15.66,14.74,374.4145,38.5599,42.6186,1639,37.97,378.8,234337,5.88,-6.46,16.59,-15.66,14.74,1.03,1.76,1.78,0,0,0,35.08,366,0.0114
822,1976,92,11.1433,11,8,36,0.44,13.31,37.1,-5.58,129.9509,-14.78,12.83,15.05,372.8953,34.6581,39.6923,1639,43.16,376.6,223699,5.31,-6.05,14.78,-12.83,15.05,2.74,6.65,6.85,0,0,0,36.52,376.9,0.0111
823,1976,92,11.1547,11,9,17,0.44,13.31,37.09,-5.58,129.9476,-14.12,9.92,18.5,379.7548,22.229,53.8687,1639,38.3,384.2,202597,3.35,-8.06,14.12,-9.92,18.5,2.38,2.97,3.13,0,0,0,33.26,378.9,0.0114
824,1976,92,11.1658,11,9,57,0.44,13.31,37.09,-5.58,129.9542,-13.57,13.14,18.15,385.5761,34.8188,49.5257,1639,49.14,390.3,227548,5.16,-7.29,13.57,-13.14,18.15,2.28,2.85,2.52,0,0,0,35.5,392.3,0.0111
825,1976,92,11.1772,11,10,38,0.44,13.31,37.08,-5.58,129.9509,-14.08,18.77,13.88,374.3235,37.0326,44.7201,1639,40.71,378.8,190483,5.65,-6.78,14.08,-18.77,13.88,2.11,2.87,3.08,0,0,0,36.57,369.6,0.0114
826,1976,92,11.1883,11,11,18,0.44,13.31,37.08,-5.58,129.9575,-16.06,19.22,9.16,376.1798,37.2162,44.2729,1639,41.37,380.6,225719,5.65,-6.68,16.06,-19.22,9.16,1.53,3.02,3.94,0,0,0,35.11,373.8,0.0111
827,1976,92,11.1997,11,11,59,0.44,13.31,37.07,-5.58,129.9542,-12.77,18.6,13.38,383.4319,55.3217,34.0977,1639,38.93,388.9,191120,8.21,-5.03,12.77,-18.6,13.38,2.07,2.49,1.76,0,0,0,39.62,381,0.0114
828,1976,92,11.2108,11,12,39,0.44,13.32,37.07,-5.58,129.9608,-17.61,16.53,10.17,364.7283,34.4128,47.3853,1639,39.06,369.4,236485,5.39,-7.37,17.61,-16.53,10.17,1.28,1.76,3.41,0,0,0,37.67,370.9,0.0111
829,1976,92,11.2222,11,13,20,0.44,13.32,37.06,-5.58,129.9575,-16.99,11.32,15,369.6881,21.2513,48.0276,1639,42.41,373.4,207157,3.29,-7.39,16.99,-11.32,15,1.48,3.53,4.97,0,0,0,36.32,374.4,0.0114
830,1976,92,11.2333,11,14,0,0.44,13.32,37.06,-5.58,129.9641,-14.12,8.84,20.43,374.543,19.6945,52.3776,1639,37.5,378.7,177200,3.01,-7.95,14.12,-8.84,20.43,0.83,1.39,1.57,0,0,0,38.73,381.8,0.0111
831,1976,92,11.2447,11,14,41,0.44,13.32,37.05,-5.58,129.9608,-12.04,3.44,24.08,380.222,3.1854,63.4931,1639,38.89,385.5,176385,0.48,-9.48,12.04,-3.44,24.08,0.71,1.68,1.53,0,0,0,35.42,385.6,0.0114
832,1976,92,11.2558,11,15,21,0.44,13.32,37.05,-5.58,129.9674,-6.67,1.63,25.77,387.7625,10.4925,85.4283,1639,36.83,397.2,175758,1.55,-12.42,6.67,-1.63,25.77,1.9,2.22,1.06,0,0,0,36.74,398.8,0.0111
833,1976,92,11.2672,11,16,2,0.44,13.32,37.04,-5.58,129.9641,-6.55,-2.47,24.81,387.6284,-1.1501,81.4745,1639,40.28,396.1,168956,-0.17,-11.87,6.55,2.47,24.81,1.14,2.27,1.99,0,0,0,35.82,399.8,0.0114
834,1976,92,11.2783,11,16,42,0.44,13.32,37.04,-5.58,129.9707,-7.22,-2.52,24.27,389.0656,-3.9386,65.739,1639,39.28,394.6,237725,-0.58,-9.59,7.22,2.52,24.27,1.11,0.75,1.25,0,0,0,35.27,394.8,0.0111
835,1976,92,11.2897,11,17,23,0.44,13.32,37.03,-5.58,129.9674,-6.82,1.56,25.28,391.0594,-0.7508,80.7,1639,37.28,399.3,141854,-0.11,-11.66,6.82,-1.56,25.28,1.09,0.84,0.8,0,0,0,35.56,394.9,0.0114
836,1976,92,11.3008,11,18,3,0.44,13.33,37.03,-5.58,129.974,-7.88,-0.08,24.49,387.6566,-10.7605,72.3658,1639,39.31,394.5,151869,-1.59,-10.57,7.88,0.08,24.49,1.08,1.48,1.62,0,0,0,34.72,395.4,0.0111
837,1976,92,11.3122,11,18,44,0.44,13.33,37.02,-5.58,129.9707,-8.69,3.27,23.79,387.4397,5.41,79.2558,1639,39.02,395.5,165249,0.8,-11.56,8.69,-3.27,23.79,1.22,0.85,1.88,0,0,0,35.8,393.7,0.0114
838,1976,92,11.3233,11,19,24,0.44,13.33,37.02,-5.58,129.9773,-11.94,7.29,19.22,381.076,8.5147,70.3019,1639,37.62,387.6,197802,1.28,-10.45,11.94,-7.29,19.22,2.5,4.25,4.3,0,0,0,31.72,388.6,0.0111
839,1976,92,11.3347,11,20,5,0.44,13.33,37.01,-5.58,129.974,-5.89,2.23,19.6,385.3974,11.5057,60.5854,1639,56.91,390.3,283668,1.71,-8.93,5.89,-2.23,19.6,7.16,8.23,6.8,0,0,0,32.36,411.8,0.0114
840,1976,92,11.3458,11,20,45,0.44,13.33,37.01,-5.58,129.9806,-5.68,2.44,23.17,390.5269,11.9317,65.7328,1639,37.15,396.2,194313,1.75,-9.55,5.68,-2.44,23.17,2.67,3.72,2.93,0,0,0,36.43,401.6,0.0111
841,1976,92,11.3572,11,21,26,0.44,13.33,37,-5.58,129.9773,-12.67,13.34,15.49,383.365,32.2594,63.3451,1639,36.11,389.9,219599,4.81,-9.35,12.67,-13.34,15.49,1.73,1.56,1.83,0,0,0,33.56,386.3,0.0114
842,1976,92,11.3683,11,22,6,0.44,13.33,37,-5.58,129.9839,-12.98,10.85,15.28,373.4741,45.8569,45.3349,1639,34.24,379,175098,7,-6.87,12.98,-10.85,15.28,3.36,6,5.48,0,0,0,35.09,374.4,0.0111
843,1976,92,11.3797,11,22,47,0.44,13.33,36.99,-5.58,129.9806,-3.33,-0.88,18.7,369.3408,20.908,59.5847,1639,37.22,374.7,228571,3.24,-9.15,3.33,0.88,18.7,9.84,8.63,2.8,0,0,0,33.24,376.9,0.0114
844,1976,92,11.3908,11,23,27,0.44,13.33,36.99,-5.57,129.9872,5.47,-8.46,18.49,411.8558,-15.6779,68.4534,1639,40.71,417.8,203656,-2.18,-9.43,-5.47,8.46,18.49,0.99,1.3,1.32,0,0,0,39.23,426.7,0.0111
845,1976,92,11.4022,11,24,8,0.44,13.34,36.98,-5.57,129.9839,6.82,-6.97,18.43,419.4243,-6.8817,58.2078,1639,38.1,423.5,159899,-0.94,-7.9,-6.82,6.97,18.43,1.18,1.91,2.07,0,0,0,39.01,428.5,0.0114
846,1976,92,11.4133,11,24,48,0.44,13.34,36.98,-5.57,129.9905,8.66,-7.94,19.77,420.6326,-16.4532,53.1789,1639,36.31,424.3,193871,-2.24,-7.2,-8.66,7.94,19.77,1.24,1.52,1.95,0,0,0,36.67,428.2,0.0111
847,1976,92,11.4247,11,25,29,0.44,13.34,36.97,-5.57,129.9872,10.1,-5.77,21.04,422.9526,-13.5874,65.4347,1639,35.94,428.2,200297,-1.84,-8.79,-10.1,5.77,21.04,2.38,1.07,1.33,0,0,0,34.93,436.2,0.0114
848,1976,92,11.4358,11,26,9,0.44,13.34,36.97,-5.57,129.9938,12.4,-7.1,20.3,420.8228,-10.2112,66.069,1639,37.61,426.1,249196,-1.39,-8.92,-12.4,7.1,20.3,2.03,3.34,1.58,0,0,0,30.48,434.4,0.0111
849,1976,92,11.4472,11,26,50,0.44,13.34,36.96,-5.57,129.9905,10.19,-11.05,17.99,411.1968,-8.9005,66.9097,1639,35.05,416.7,163521,-1.24,-9.24,-10.19,11.05,17.99,3.57,3.68,3.85,0,0,0,38.64,428.2,0.0114
850,1976,92,11.4583,11,27,30,0.44,13.34,36.96,-5.57,129.9971,12.47,-9.73,18.7,428.488,-9.4245,57.2625,1639,38.85,432.4,209217,-1.26,-7.61,-12.47,9.73,18.7,2.6,2.02,2.41,0,0,0,36.19,440,0.0111
851,1976,92,11.4697,11,28,11,0.44,13.34,36.95,-5.57,129.9938,10.59,-9.87,19.57,419.6665,-18.8368,52.8461,1639,37.97,423.4,146905,-2.57,-7.17,-10.59,9.87,19.57,1.82,2.24,1.96,0,0,0,32.65,430.9,0.0114
852,1976,92,11.4808,11,28,51,0.44,13.34,36.95,-5.57,130.0004,11.44,-7.09,19.98,421.0349,-7.2757,55.962,1639,36.9,424.8,237498,-0.99,-7.57,-11.44,7.09,19.98,2.52,1.85,1.87,0,0,0,32.3,434.4,0.0111
